ac002d2,ac002d3,ac002d1,mergeid
0.0,0.0,0.0,DE-304656-01
0.0,0.0,0.0,DE-305550-01
0.0,0.0,0.0,DE-305736-01
0.0,0.0,0.0,DE-305765-01
0.0,0.0,1.0,DE-305858-01
0.0,0.0,1.0,DE-306153-02
0.0,1.0,0.0,DE-307460-01
0.0,0.0,0.0,DE-308323-01
0.0,0.0,0.0,DE-308398-01
0.0,0.0,0.0,DE-308398-02
1.0,0.0,0.0,DE-309918-01
0.0,0.0,1.0,DE-309938-01
0.0,0.0,0.0,DE-309938-02
0.0,0.0,1.0,DE-310399-01
0.0,1.0,1.0,DE-310399-02
1.0,0.0,0.0,DE-311277-01
0.0,1.0,0.0,DE-311277-02
0.0,0.0,0.0,DE-311558-01
0.0,1.0,0.0,DE-312082-01
0.0,0.0,0.0,DE-312082-02
0.0,0.0,0.0,DE-312299-01
0.0,1.0,0.0,DE-312311-01
0.0,0.0,0.0,DE-312311-02
0.0,0.0,0.0,DE-315177-01
0.0,0.0,0.0,DE-315177-02
0.0,0.0,0.0,DE-315972-01
0.0,0.0,0.0,DE-317583-01
0.0,1.0,0.0,DE-317583-02
0.0,0.0,0.0,DE-318198-01
0.0,0.0,0.0,DE-318198-02
0.0,0.0,0.0,DE-318316-01
0.0,0.0,0.0,DE-318316-02
0.0,0.0,1.0,DE-318321-01
0.0,0.0,0.0,DE-318321-02
0.0,0.0,0.0,DE-319041-01
0.0,0.0,0.0,DE-319767-01
0.0,0.0,0.0,DE-319767-02
0.0,0.0,0.0,DE-319793-01
0.0,0.0,0.0,DE-320386-01
0.0,0.0,0.0,DE-320424-01
0.0,0.0,0.0,DE-320424-02
0.0,0.0,0.0,DE-321607-01
0.0,0.0,0.0,DE-321622-01
0.0,0.0,0.0,DE-321622-03
0.0,0.0,0.0,DE-322125-01
0.0,0.0,0.0,DE-322231-01
0.0,0.0,0.0,DE-322231-02
0.0,0.0,1.0,DE-322893-01
0.0,0.0,0.0,DE-323160-01
0.0,0.0,0.0,DE-323771-01
0.0,0.0,0.0,DE-323771-02
0.0,0.0,0.0,DE-324431-01
0.0,0.0,0.0,DE-324431-02
0.0,0.0,0.0,DE-324470-01
0.0,0.0,0.0,DE-324470-02
0.0,0.0,0.0,DE-325143-01
0.0,0.0,0.0,DE-325143-02
0.0,0.0,0.0,DE-325722-01
0.0,0.0,0.0,DE-325722-02
0.0,0.0,0.0,DE-325722-03
0.0,1.0,0.0,DE-327104-01
0.0,0.0,0.0,DE-327104-02
0.0,0.0,0.0,DE-327267-01
0.0,0.0,0.0,DE-327267-02
0.0,0.0,0.0,DE-328084-01
0.0,0.0,0.0,DE-328393-01
0.0,0.0,0.0,DE-328393-02
0.0,0.0,0.0,DE-328492-01
0.0,0.0,0.0,DE-328625-01
0.0,0.0,0.0,DE-328625-02
0.0,0.0,0.0,DE-328900-01
0.0,1.0,0.0,DE-330017-01
0.0,1.0,0.0,DE-330017-02
0.0,0.0,0.0,DE-330735-01
0.0,0.0,0.0,DE-330735-02
0.0,0.0,0.0,DE-331433-01
0.0,1.0,0.0,DE-331434-01
0.0,0.0,0.0,DE-331434-02
0.0,0.0,0.0,DE-332538-01
0.0,0.0,0.0,DE-332538-02
0.0,0.0,0.0,DE-332615-01
0.0,0.0,0.0,DE-332615-02
0.0,0.0,0.0,DE-333044-01
0.0,0.0,0.0,DE-333267-01
0.0,0.0,0.0,DE-333281-01
0.0,0.0,0.0,DE-333326-01
0.0,0.0,0.0,DE-333326-02
0.0,0.0,1.0,DE-335604-01
0.0,1.0,0.0,DE-335604-02
0.0,0.0,0.0,DE-335833-01
0.0,0.0,0.0,DE-336005-01
0.0,0.0,0.0,DE-336387-01
0.0,0.0,0.0,DE-336387-02
0.0,0.0,0.0,DE-337090-01
0.0,0.0,0.0,DE-337374-01
0.0,1.0,0.0,DE-337525-01
0.0,0.0,0.0,DE-337525-02
0.0,0.0,0.0,DE-337731-01
0.0,0.0,0.0,DE-337731-02
0.0,0.0,0.0,DE-338028-01
0.0,0.0,0.0,DE-338589-01
0.0,0.0,0.0,DE-338929-01
0.0,0.0,0.0,DE-338929-02
0.0,0.0,0.0,DE-339636-01
0.0,0.0,0.0,DE-339886-01
0.0,0.0,0.0,DE-339886-02
0.0,0.0,1.0,DE-340513-01
1.0,1.0,0.0,DE-340513-02
0.0,0.0,0.0,DE-340792-01
0.0,0.0,0.0,DE-341712-01
0.0,1.0,1.0,DE-341712-02
0.0,0.0,0.0,DE-342140-01
0.0,0.0,0.0,DE-344042-01
0.0,0.0,0.0,DE-344143-01
0.0,0.0,0.0,DE-344998-01
0.0,1.0,0.0,DE-345104-01
0.0,0.0,0.0,DE-345475-01
0.0,0.0,0.0,DE-346173-01
1.0,1.0,0.0,DE-346173-02
0.0,1.0,0.0,DE-347152-01
0.0,1.0,0.0,DE-347152-02
0.0,0.0,0.0,DE-347162-01
0.0,0.0,0.0,DE-347162-02
0.0,0.0,0.0,DE-347690-01
0.0,0.0,0.0,DE-348029-01
1.0,0.0,0.0,DE-348069-01
1.0,1.0,0.0,DE-348069-02
0.0,0.0,0.0,DE-349390-01
0.0,0.0,0.0,DE-349390-02
0.0,0.0,0.0,DE-349476-01
0.0,1.0,1.0,DE-350201-01
1.0,0.0,0.0,DE-351397-01
0.0,0.0,0.0,DE-352256-01
0.0,0.0,0.0,DE-352256-02
0.0,0.0,0.0,DE-353310-01
0.0,0.0,0.0,DE-353310-02
0.0,0.0,0.0,DE-353891-01
0.0,0.0,0.0,DE-354034-01
0.0,0.0,0.0,DE-354034-02
0.0,0.0,0.0,DE-354047-01
0.0,0.0,0.0,DE-354047-02
0.0,0.0,1.0,DE-354279-01
0.0,1.0,0.0,DE-354316-01
0.0,0.0,0.0,DE-354316-02
0.0,1.0,0.0,DE-355068-01
0.0,0.0,0.0,DE-355068-02
0.0,0.0,0.0,DE-355337-01
0.0,0.0,0.0,DE-356419-01
0.0,0.0,0.0,DE-356419-02
0.0,0.0,0.0,DE-356552-01
0.0,0.0,0.0,DE-357827-01
0.0,0.0,0.0,DE-357827-02
0.0,0.0,0.0,DE-358077-01
0.0,0.0,0.0,DE-358077-02
0.0,1.0,0.0,DE-358175-01
0.0,0.0,0.0,DE-359080-01
0.0,0.0,0.0,DE-359080-02
0.0,0.0,0.0,DE-359539-01
0.0,0.0,0.0,DE-359539-02
0.0,0.0,0.0,DE-360067-01
0.0,0.0,0.0,DE-360067-02
0.0,0.0,0.0,DE-360393-01
0.0,0.0,0.0,DE-360546-01
0.0,0.0,0.0,DE-360760-01
0.0,0.0,0.0,DE-361252-01
0.0,0.0,0.0,DE-361252-02
0.0,0.0,0.0,DE-361296-01
0.0,1.0,0.0,DE-361560-01
0.0,0.0,0.0,DE-362597-01
0.0,0.0,0.0,DE-363108-01
0.0,0.0,0.0,DE-363108-02
0.0,0.0,0.0,DE-363876-01
0.0,0.0,0.0,DE-363876-02
0.0,0.0,0.0,DE-364314-01
0.0,0.0,0.0,DE-364314-02
0.0,0.0,0.0,DE-364365-01
0.0,0.0,0.0,DE-365029-01
0.0,1.0,0.0,DE-365029-02
0.0,0.0,0.0,DE-365256-01
0.0,0.0,0.0,DE-365256-02
0.0,1.0,0.0,DE-365380-01
0.0,0.0,0.0,DE-366393-01
0.0,0.0,0.0,DE-366578-01
0.0,0.0,0.0,DE-366871-01
0.0,0.0,0.0,DE-367419-01
0.0,0.0,0.0,DE-368001-01
0.0,0.0,0.0,DE-368906-01
0.0,0.0,0.0,DE-368906-02
0.0,0.0,0.0,DE-368915-01
0.0,0.0,0.0,DE-369177-01
0.0,0.0,0.0,DE-369177-02
0.0,0.0,1.0,DE-369640-01
1.0,1.0,0.0,DE-369899-01
1.0,0.0,0.0,DE-369899-02
0.0,0.0,0.0,DE-370669-01
0.0,0.0,0.0,DE-371244-01
-1.0,-1.0,-1.0,DE-371594-01
1.0,0.0,0.0,DE-371998-01
0.0,1.0,0.0,DE-371998-02
0.0,0.0,1.0,DE-372111-01
0.0,0.0,0.0,DE-372111-02
0.0,0.0,0.0,DE-372484-01
0.0,0.0,0.0,DE-373051-01
0.0,0.0,0.0,DE-373051-02
0.0,0.0,0.0,DE-373298-01
0.0,0.0,0.0,DE-373298-02
0.0,0.0,0.0,DE-373331-01
0.0,1.0,0.0,DE-373616-01
0.0,0.0,0.0,DE-373750-01
0.0,0.0,0.0,DE-373821-01
0.0,0.0,0.0,DE-375270-01
0.0,0.0,0.0,DE-375721-01
0.0,0.0,0.0,DE-375721-02
1.0,1.0,1.0,DE-377340-01
0.0,1.0,0.0,DE-377340-02
1.0,1.0,0.0,DE-378153-01
0.0,0.0,0.0,DE-378153-02
0.0,0.0,0.0,DE-378153-03
0.0,0.0,0.0,DE-378768-01
0.0,0.0,0.0,DE-378768-02
0.0,0.0,0.0,DE-379324-01
0.0,0.0,0.0,DE-379529-01
0.0,0.0,0.0,DE-380290-01
0.0,1.0,0.0,DE-380686-01
0.0,0.0,0.0,DE-380686-02
0.0,0.0,0.0,DE-381198-01
0.0,0.0,0.0,DE-381198-02
0.0,0.0,0.0,DE-381507-01
0.0,0.0,0.0,DE-381507-02
0.0,1.0,0.0,DE-381609-01
0.0,1.0,0.0,DE-381609-02
0.0,0.0,0.0,DE-382009-01
0.0,0.0,0.0,DE-382009-02
0.0,0.0,1.0,DE-382231-01
0.0,0.0,0.0,DE-382231-02
0.0,1.0,0.0,DE-382971-01
0.0,1.0,0.0,DE-382971-02
0.0,0.0,1.0,DE-383335-01
0.0,0.0,0.0,DE-383708-01
0.0,1.0,0.0,DE-383738-01
0.0,0.0,0.0,DE-384351-01
0.0,0.0,0.0,DE-384351-02
0.0,0.0,0.0,DE-384962-01
0.0,0.0,0.0,DE-385140-01
0.0,0.0,0.0,DE-385710-01
0.0,0.0,0.0,DE-386199-02
0.0,0.0,0.0,DE-387065-01
0.0,0.0,0.0,DE-387901-01
0.0,0.0,1.0,DE-387947-01
0.0,0.0,0.0,DE-389075-01
0.0,1.0,1.0,DE-389124-01
0.0,0.0,0.0,DE-389124-02
1.0,0.0,0.0,DE-390357-01
0.0,0.0,0.0,DE-391083-01
0.0,0.0,0.0,DE-391083-02
0.0,0.0,0.0,DE-391729-01
0.0,0.0,0.0,DE-391931-01
0.0,0.0,0.0,DE-391931-02
0.0,0.0,1.0,DE-392154-01
1.0,1.0,0.0,DE-392154-02
0.0,0.0,0.0,DE-392722-01
0.0,0.0,0.0,DE-392722-02
0.0,1.0,0.0,DE-393148-01
0.0,1.0,0.0,DE-393366-01
0.0,1.0,1.0,DE-393366-02
0.0,0.0,0.0,DE-393919-01
0.0,0.0,0.0,DE-393919-02
0.0,0.0,0.0,DE-393953-01
0.0,0.0,0.0,DE-393953-02
0.0,0.0,0.0,DE-394282-01
0.0,0.0,0.0,DE-394282-02
0.0,0.0,0.0,DE-394330-01
0.0,0.0,0.0,DE-394330-02
0.0,1.0,0.0,DE-394527-01
0.0,0.0,0.0,DE-394527-02
0.0,0.0,0.0,DE-396037-01
0.0,0.0,0.0,DE-396037-02
0.0,0.0,0.0,DE-396266-01
0.0,0.0,0.0,DE-396266-02
0.0,0.0,0.0,DE-396290-01
0.0,0.0,0.0,DE-396290-02
0.0,0.0,0.0,DE-396845-01
0.0,1.0,0.0,DE-397248-01
0.0,0.0,0.0,DE-399101-01
0.0,0.0,0.0,DE-399280-01
0.0,0.0,0.0,DE-400380-01
0.0,0.0,0.0,DE-400536-01
0.0,0.0,1.0,DE-401464-01
0.0,0.0,0.0,DE-401464-02
0.0,0.0,0.0,DE-402385-01
0.0,0.0,0.0,DE-402385-02
0.0,0.0,0.0,DE-402445-01
0.0,0.0,0.0,DE-402445-02
0.0,0.0,0.0,DE-402561-01
0.0,0.0,0.0,DE-402561-02
0.0,0.0,0.0,DE-402947-01
0.0,0.0,0.0,DE-403707-01
0.0,0.0,0.0,DE-407597-01
0.0,0.0,0.0,DE-407597-02
0.0,0.0,0.0,DE-408133-01
0.0,0.0,0.0,DE-408158-01
0.0,0.0,0.0,DE-408158-02
0.0,1.0,0.0,DE-408750-01
0.0,0.0,0.0,DE-409915-01
0.0,0.0,0.0,DE-409915-02
0.0,0.0,0.0,DE-410116-01
0.0,0.0,0.0,DE-410116-02
0.0,0.0,0.0,DE-410272-01
0.0,0.0,0.0,DE-410272-02
0.0,0.0,0.0,DE-410274-01
0.0,0.0,0.0,DE-410745-01
0.0,1.0,0.0,DE-411650-01
0.0,1.0,0.0,DE-411650-02
0.0,0.0,0.0,DE-412498-01
0.0,1.0,0.0,DE-413867-01
0.0,1.0,0.0,DE-413867-02
0.0,0.0,1.0,DE-414201-01
-1.0,-1.0,-1.0,DE-414709-01
0.0,0.0,0.0,DE-414951-01
0.0,1.0,0.0,DE-414951-02
0.0,0.0,1.0,DE-415121-01
0.0,0.0,0.0,DE-415128-01
0.0,0.0,0.0,DE-415128-02
0.0,0.0,0.0,DE-415132-01
0.0,0.0,0.0,DE-415344-01
0.0,0.0,1.0,DE-415407-01
0.0,0.0,0.0,DE-415650-01
0.0,1.0,0.0,DE-415836-01
0.0,0.0,0.0,DE-415836-02
0.0,0.0,1.0,DE-416115-01
0.0,0.0,0.0,DE-416178-01
0.0,0.0,0.0,DE-416178-02
1.0,1.0,0.0,DE-416433-01
0.0,0.0,0.0,DE-416433-02
1.0,1.0,0.0,DE-416433-03
0.0,1.0,0.0,DE-416433-04
0.0,0.0,0.0,DE-416553-01
0.0,1.0,0.0,DE-417304-01
0.0,0.0,0.0,DE-417304-02
1.0,0.0,0.0,DE-419072-01
0.0,0.0,0.0,DE-419072-02
0.0,0.0,0.0,DE-420136-01
0.0,0.0,0.0,DE-420599-01
0.0,0.0,0.0,DE-420881-01
0.0,0.0,0.0,DE-420977-01
0.0,0.0,0.0,DE-420977-02
0.0,0.0,0.0,DE-420994-01
0.0,0.0,0.0,DE-420994-02
0.0,1.0,0.0,DE-421141-01
0.0,0.0,0.0,DE-421542-01
-1.0,-1.0,-1.0,DE-421542-02
1.0,0.0,0.0,DE-421954-01
0.0,0.0,0.0,DE-421954-02
0.0,0.0,0.0,DE-422080-01
0.0,0.0,0.0,DE-422688-01
0.0,0.0,0.0,DE-423039-01
0.0,0.0,0.0,DE-423039-02
0.0,0.0,0.0,DE-423581-01
0.0,0.0,0.0,DE-423581-02
0.0,0.0,0.0,DE-424000-01
0.0,0.0,0.0,DE-425534-01
0.0,0.0,0.0,DE-425534-02
0.0,0.0,1.0,DE-426191-01
0.0,0.0,0.0,DE-426191-02
0.0,0.0,0.0,DE-426676-01
0.0,0.0,0.0,DE-426676-02
0.0,0.0,0.0,DE-427144-02
0.0,0.0,0.0,DE-428673-01
0.0,0.0,1.0,DE-429124-01
0.0,0.0,0.0,DE-429124-02
0.0,0.0,0.0,DE-429614-01
0.0,1.0,0.0,DE-429614-02
0.0,0.0,0.0,DE-429614-03
0.0,0.0,0.0,DE-430066-01
0.0,0.0,1.0,DE-430345-01
0.0,0.0,0.0,DE-430345-02
1.0,0.0,0.0,DE-430921-01
0.0,0.0,0.0,DE-430929-01
0.0,0.0,0.0,DE-430947-01
0.0,0.0,0.0,DE-430947-02
0.0,0.0,1.0,DE-431112-01
0.0,0.0,0.0,DE-431910-01
0.0,0.0,0.0,DE-432763-02
0.0,0.0,0.0,DE-432773-01
0.0,0.0,1.0,DE-432773-02
0.0,0.0,0.0,DE-433128-01
1.0,0.0,1.0,DE-433754-01
0.0,0.0,0.0,DE-433754-02
0.0,0.0,0.0,DE-434052-01
0.0,0.0,0.0,DE-434295-01
0.0,0.0,0.0,DE-434476-01
0.0,1.0,0.0,DE-435135-01
0.0,0.0,0.0,DE-435135-02
0.0,0.0,0.0,DE-435378-01
0.0,0.0,0.0,DE-435382-01
0.0,0.0,0.0,DE-435382-02
0.0,0.0,0.0,DE-435968-01
0.0,0.0,1.0,DE-436414-01
0.0,0.0,0.0,DE-436414-02
0.0,1.0,1.0,DE-436497-01
0.0,0.0,0.0,DE-437162-01
0.0,0.0,0.0,DE-437787-01
0.0,0.0,0.0,DE-437787-02
0.0,1.0,0.0,DE-438361-01
1.0,0.0,0.0,DE-438430-01
0.0,1.0,0.0,DE-438430-02
1.0,0.0,0.0,DE-438798-01
0.0,0.0,0.0,DE-439129-01
0.0,0.0,0.0,DE-439129-02
0.0,0.0,1.0,DE-439654-01
-1.0,-1.0,-1.0,DE-439654-02
0.0,0.0,0.0,DE-439713-01
0.0,0.0,0.0,DE-440605-01
0.0,0.0,0.0,DE-442058-01
0.0,0.0,0.0,DE-442182-01
0.0,0.0,0.0,DE-442182-02
0.0,1.0,0.0,DE-442603-01
0.0,0.0,0.0,DE-443133-01
0.0,0.0,0.0,DE-443133-02
0.0,0.0,0.0,DE-444280-01
0.0,1.0,0.0,DE-446105-01
0.0,0.0,1.0,DE-446105-02
1.0,0.0,0.0,DE-447028-01
0.0,0.0,0.0,DE-447028-02
0.0,1.0,1.0,DE-447148-01
0.0,1.0,1.0,DE-447148-02
0.0,0.0,0.0,DE-447432-01
0.0,0.0,0.0,DE-447432-02
0.0,0.0,1.0,DE-447541-01
0.0,0.0,0.0,DE-447541-02
0.0,0.0,0.0,DE-448044-01
0.0,1.0,0.0,DE-448934-01
0.0,0.0,0.0,DE-448934-02
0.0,0.0,0.0,DE-449097-01
1.0,0.0,0.0,DE-449176-01
0.0,0.0,1.0,DE-449176-02
0.0,1.0,0.0,DE-450216-01
0.0,0.0,0.0,DE-450612-01
0.0,0.0,0.0,DE-451918-01
0.0,0.0,1.0,DE-452237-01
1.0,0.0,0.0,DE-452237-02
0.0,0.0,0.0,DE-452275-01
0.0,0.0,0.0,DE-452275-02
0.0,1.0,0.0,DE-452379-01
0.0,0.0,0.0,DE-452738-01
1.0,0.0,0.0,DE-453557-01
1.0,0.0,0.0,DE-453557-02
0.0,1.0,1.0,DE-453868-01
0.0,0.0,0.0,DE-453868-02
0.0,0.0,0.0,DE-454086-01
0.0,0.0,0.0,DE-455228-01
1.0,0.0,0.0,DE-455812-01
0.0,0.0,0.0,DE-456257-01
0.0,0.0,0.0,DE-456724-02
0.0,0.0,0.0,DE-457022-01
0.0,0.0,0.0,DE-457022-02
0.0,0.0,0.0,DE-457396-01
0.0,0.0,0.0,DE-457635-01
0.0,0.0,0.0,DE-458331-01
0.0,0.0,0.0,DE-458331-02
0.0,0.0,0.0,DE-458498-01
0.0,1.0,0.0,DE-458498-02
1.0,0.0,0.0,DE-459000-01
0.0,0.0,0.0,DE-459000-02
0.0,0.0,0.0,DE-459643-01
0.0,0.0,0.0,DE-460051-01
0.0,0.0,0.0,DE-460474-01
0.0,0.0,0.0,DE-462108-01
0.0,0.0,0.0,DE-462139-01
1.0,1.0,0.0,DE-462433-01
0.0,0.0,0.0,DE-462433-02
0.0,0.0,0.0,DE-462550-01
0.0,0.0,0.0,DE-463174-01
0.0,0.0,1.0,DE-463364-01
0.0,0.0,0.0,DE-463376-01
0.0,0.0,0.0,DE-464368-01
0.0,0.0,0.0,DE-465695-01
0.0,0.0,0.0,DE-466420-01
0.0,0.0,1.0,DE-466420-02
0.0,0.0,0.0,DE-467963-01
0.0,0.0,0.0,DE-467963-02
0.0,0.0,1.0,DE-468164-01
0.0,1.0,0.0,DE-468259-01
0.0,0.0,0.0,DE-468324-01
0.0,0.0,0.0,DE-468324-02
-1.0,-1.0,-1.0,DE-468409-01
0.0,0.0,0.0,DE-469777-01
0.0,0.0,0.0,DE-470009-01
0.0,0.0,0.0,DE-470367-01
0.0,0.0,0.0,DE-470640-01
0.0,0.0,0.0,DE-470640-02
0.0,0.0,0.0,DE-470754-01
0.0,0.0,0.0,DE-471325-01
0.0,0.0,0.0,DE-472252-01
0.0,0.0,0.0,DE-472906-01
1.0,0.0,0.0,DE-472929-01
0.0,0.0,0.0,DE-472929-02
0.0,0.0,0.0,DE-473596-01
0.0,0.0,0.0,DE-473750-01
0.0,0.0,0.0,DE-474335-01
0.0,0.0,0.0,DE-474824-01
0.0,0.0,0.0,DE-474824-02
0.0,0.0,0.0,DE-475406-01
0.0,0.0,0.0,DE-476065-01
0.0,0.0,0.0,DE-476065-02
0.0,0.0,0.0,DE-476592-01
0.0,0.0,1.0,DE-477935-01
1.0,0.0,1.0,DE-477935-02
0.0,0.0,0.0,DE-478000-01
0.0,0.0,0.0,DE-478825-01
0.0,0.0,0.0,DE-479036-01
0.0,0.0,0.0,DE-479273-01
1.0,0.0,0.0,DE-479282-01
0.0,0.0,0.0,DE-479282-02
0.0,0.0,0.0,DE-479487-01
0.0,0.0,0.0,DE-479487-02
0.0,0.0,1.0,DE-479503-01
0.0,0.0,0.0,DE-479640-01
0.0,0.0,0.0,DE-479640-02
0.0,0.0,0.0,DE-480092-01
0.0,0.0,1.0,DE-480092-02
0.0,0.0,1.0,DE-481543-01
0.0,0.0,0.0,DE-481543-02
0.0,0.0,0.0,DE-481935-01
0.0,0.0,0.0,DE-482437-01
0.0,0.0,0.0,DE-482437-02
0.0,0.0,1.0,DE-482609-01
0.0,0.0,0.0,DE-482609-02
0.0,0.0,1.0,DE-482773-01
0.0,0.0,0.0,DE-483103-01
0.0,0.0,0.0,DE-483980-01
0.0,0.0,0.0,DE-483980-02
0.0,0.0,0.0,DE-484202-01
0.0,0.0,0.0,DE-484988-01
0.0,0.0,0.0,DE-484988-02
0.0,0.0,0.0,DE-486467-01
0.0,0.0,0.0,DE-488023-01
0.0,0.0,0.0,DE-488023-02
0.0,0.0,0.0,DE-490492-01
1.0,0.0,0.0,DE-490880-01
0.0,0.0,0.0,DE-491592-01
0.0,0.0,0.0,DE-491592-02
0.0,0.0,0.0,DE-492554-01
0.0,0.0,0.0,DE-492695-01
0.0,0.0,0.0,DE-492970-01
0.0,0.0,0.0,DE-492970-02
0.0,1.0,0.0,DE-493810-01
0.0,0.0,0.0,DE-493971-01
0.0,0.0,0.0,DE-494268-01
0.0,0.0,0.0,DE-494268-02
0.0,0.0,1.0,DE-494679-01
0.0,0.0,0.0,DE-494679-02
0.0,0.0,1.0,DE-495989-01
1.0,0.0,0.0,DE-496055-01
0.0,0.0,0.0,DE-496055-02
1.0,0.0,0.0,DE-496117-01
1.0,1.0,0.0,DE-496117-02
0.0,0.0,0.0,DE-496188-01
0.0,0.0,0.0,DE-496188-02
0.0,0.0,0.0,DE-496317-01
0.0,0.0,0.0,DE-496317-02
1.0,0.0,0.0,DE-496361-01
0.0,0.0,0.0,DE-496361-02
0.0,1.0,0.0,DE-497789-01
0.0,0.0,0.0,DE-497981-01
0.0,0.0,0.0,DE-497994-01
0.0,0.0,0.0,DE-497994-02
0.0,0.0,0.0,DE-498344-01
0.0,0.0,0.0,DE-498393-01
0.0,1.0,0.0,DE-498846-01
0.0,0.0,0.0,DE-498846-02
1.0,0.0,1.0,DE-499572-01
0.0,1.0,0.0,DE-499758-01
0.0,1.0,0.0,DE-499758-02
0.0,0.0,0.0,DE-500940-01
0.0,0.0,0.0,DE-501009-01
0.0,1.0,0.0,DE-502196-01
0.0,1.0,0.0,DE-502196-02
0.0,0.0,0.0,DE-502896-01
0.0,0.0,0.0,DE-502896-02
0.0,0.0,0.0,DE-502995-01
0.0,0.0,0.0,DE-503614-01
0.0,0.0,0.0,DE-503713-01
0.0,1.0,0.0,DE-504110-01
0.0,0.0,0.0,DE-504414-01
0.0,1.0,1.0,DE-504414-02
0.0,0.0,0.0,DE-505108-01
0.0,0.0,0.0,DE-505237-01
0.0,0.0,0.0,DE-505960-01
0.0,0.0,1.0,DE-505960-02
0.0,0.0,0.0,DE-506265-01
0.0,0.0,0.0,DE-506548-01
0.0,1.0,0.0,DE-506683-01
0.0,0.0,1.0,DE-506683-02
0.0,0.0,0.0,DE-507137-01
0.0,0.0,0.0,DE-507479-01
0.0,0.0,0.0,DE-507479-02
0.0,0.0,0.0,DE-507887-01
0.0,0.0,0.0,DE-508001-01
0.0,0.0,0.0,DE-508146-01
0.0,1.0,0.0,DE-508169-01
0.0,0.0,0.0,DE-508683-01
0.0,0.0,0.0,DE-508683-02
0.0,0.0,0.0,DE-509123-01
0.0,0.0,0.0,DE-509123-02
0.0,0.0,0.0,DE-509233-01
0.0,0.0,0.0,DE-509422-01
0.0,1.0,1.0,DE-509605-01
0.0,1.0,1.0,DE-509605-02
0.0,0.0,0.0,DE-510583-01
0.0,0.0,0.0,DE-510583-02
1.0,1.0,0.0,DE-512406-01
0.0,0.0,0.0,DE-512500-01
0.0,1.0,0.0,DE-512942-01
0.0,1.0,0.0,DE-512942-02
0.0,0.0,0.0,DE-513849-01
0.0,0.0,0.0,DE-514384-01
0.0,0.0,0.0,DE-514553-01
0.0,1.0,0.0,DE-514908-01
0.0,1.0,0.0,DE-514908-02
0.0,0.0,0.0,DE-515542-01
0.0,0.0,0.0,DE-515542-02
0.0,0.0,0.0,DE-515793-01
0.0,0.0,0.0,DE-516137-01
0.0,0.0,0.0,DE-516137-02
0.0,0.0,0.0,DE-516473-01
0.0,0.0,0.0,DE-516473-02
1.0,0.0,0.0,DE-517242-01
0.0,1.0,0.0,DE-517242-02
0.0,1.0,0.0,DE-518268-01
0.0,0.0,0.0,DE-518268-02
0.0,0.0,0.0,DE-519357-01
0.0,0.0,0.0,DE-519382-01
0.0,1.0,0.0,DE-519382-02
0.0,0.0,0.0,DE-520101-01
0.0,0.0,1.0,DE-520101-02
0.0,1.0,0.0,DE-520108-01
0.0,1.0,0.0,DE-520211-01
0.0,0.0,0.0,DE-521189-01
0.0,0.0,1.0,DE-521189-02
0.0,0.0,0.0,DE-521645-01
0.0,0.0,0.0,DE-522025-01
0.0,0.0,0.0,DE-522025-02
0.0,0.0,0.0,DE-523149-01
0.0,1.0,0.0,DE-523182-01
0.0,0.0,0.0,DE-523182-02
0.0,0.0,0.0,DE-524501-01
0.0,1.0,0.0,DE-524618-01
0.0,0.0,1.0,DE-527939-01
1.0,1.0,0.0,DE-528142-01
0.0,0.0,0.0,DE-528144-01
0.0,0.0,1.0,DE-528274-01
0.0,0.0,0.0,DE-528274-02
0.0,0.0,0.0,DE-528930-01
0.0,0.0,0.0,DE-528957-01
0.0,0.0,0.0,DE-528957-02
0.0,0.0,0.0,DE-529041-01
1.0,0.0,0.0,DE-529181-01
1.0,1.0,0.0,DE-529394-01
1.0,1.0,0.0,DE-529394-02
0.0,0.0,0.0,DE-529760-01
0.0,0.0,0.0,DE-529819-01
0.0,0.0,0.0,DE-529819-02
0.0,0.0,0.0,DE-530183-01
0.0,1.0,1.0,DE-530205-01
0.0,0.0,1.0,DE-531433-01
0.0,0.0,0.0,DE-531433-02
0.0,0.0,0.0,DE-531982-01
0.0,0.0,0.0,DE-534353-01
0.0,1.0,1.0,DE-534495-01
0.0,0.0,0.0,DE-534609-01
1.0,0.0,0.0,DE-534622-01
0.0,0.0,0.0,DE-535660-01
0.0,0.0,0.0,DE-535751-01
0.0,0.0,0.0,DE-536713-01
0.0,0.0,0.0,DE-536946-01
0.0,0.0,1.0,DE-536946-02
0.0,0.0,0.0,DE-538305-01
0.0,0.0,0.0,DE-538305-02
0.0,1.0,0.0,DE-538846-01
-1.0,-1.0,-1.0,DE-539715-01
0.0,0.0,0.0,DE-540105-01
0.0,0.0,0.0,DE-540913-01
0.0,0.0,0.0,DE-542294-01
0.0,0.0,0.0,DE-542294-02
0.0,0.0,0.0,DE-543105-01
0.0,0.0,0.0,DE-543995-01
0.0,1.0,0.0,DE-544657-01
0.0,0.0,0.0,DE-544827-01
0.0,0.0,0.0,DE-544827-02
0.0,0.0,0.0,DE-544893-01
0.0,0.0,0.0,DE-545730-01
0.0,0.0,0.0,DE-545730-02
0.0,1.0,0.0,DE-547294-01
-1.0,-1.0,-1.0,DE-547294-02
0.0,1.0,0.0,DE-547948-01
0.0,0.0,0.0,DE-547948-02
